Level	Rule Name	Subject	Property	Value
WARN	missing_definition	dc:description	IAO:0000115	
WARN	missing_definition	dc:license	IAO:0000115	
WARN	missing_definition	https://orcid.org/0000-0002-1595-3213	IAO:0000115	
WARN	missing_definition	https://orcid.org/0009-0007-5934-1087	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_certainty	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_latestVersion	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_provenance	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_publicationInfo	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_templateID	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/has_token_model	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_light_version_data_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_light_version_resource_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_literal_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_nanopublication_data_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_nanopublication_object_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#Rosetta_Statement_property	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#extraction_method	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_1	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_10	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_2	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_3	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_4	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_5	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_6	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_7	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_8	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_literal_object_position_9	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_1	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_10	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_2	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_3	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_4	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_5	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_6	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_7	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_8	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#optional_object_position_9	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_1	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_10	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_2	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_3	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_4	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_5	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_6	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_7	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_8	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_literal_object_position_9	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_1	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_10	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_2	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_3	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_4	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_5	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_6	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_7	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_8	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#required_object_position_9	IAO:0000115	
WARN	missing_definition	https://w3id.org/rosettastmtont/transitive_token_model_of	IAO:0000115	
INFO	lowercase_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#symmetric	IAO:0000115	'True' indicates that the relation in the Rosetta Statement between the subject and the object that belongs to this object position is symmetric.
INFO	lowercase_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#transitive	IAO:0000115	'True' indicates that the relation in the Rosetta Statement between the subject and the object that belongs to this object position is transitive.
INFO	lowercase_definition	https://w3id.org/rosettastmtont/rosettastmtont.owl#unlisted_by	IAO:0000115	"\""An object property indicating the person who set the visibility of a specific Rosetta Statement to \""unlisted\"". Unlisted Rosetta Statements cannot be found via the search interface of the application.\"""
